customer_id,status,exited,churn_reason
15579994,Retained,0,
15579996,Retained,0,
15580043,Retained,0,
15580068,Retained,0,
15580134,Retained,0,
15580146,Retained,0,
15580148,Churned,1,Observed churn in source dataset
15580149,Retained,0,
15580203,Retained,0,
15580213,Retained,0,
15580227,Retained,0,
15580249,Retained,0,
15580252,Retained,0,
15580366,Retained,0,
15580462,Retained,0,
15580487,Retained,0,
15580493,Retained,0,
15580560,Retained,0,
15580579,Churned,1,Observed churn in source dataset
15580623,Retained,0,
15580629,Retained,0,
15580682,Retained,0,
15580684,Retained,0,
15580701,Churned,1,Observed churn in source dataset
15580719,Retained,0,
15580805,Retained,0,
15580845,Retained,0,
15580872,Retained,0,
15580912,Retained,0,
15580914,Churned,1,Observed churn in source dataset
15580935,Retained,0,
15580953,Retained,0,
15580956,Churned,1,Observed churn in source dataset
15580988,Retained,0,
15581036,Churned,1,Observed churn in source dataset
15581089,Retained,0,
15581102,Retained,0,
15581115,Retained,0,
15581197,Retained,0,
15581198,Churned,1,Observed churn in source dataset
15581229,Retained,0,
15581237,Retained,0,
15581252,Retained,0,
15581280,Retained,0,
15581282,Retained,0,
15581286,Retained,0,
15581295,Retained,0,
15581323,Retained,0,
15581332,Retained,0,
15581370,Retained,0,
15581388,Retained,0,
15581440,Churned,1,Observed churn in source dataset
15581479,Retained,0,
15581505,Retained,0,
15581525,Retained,0,
15581526,Retained,0,
15581539,Retained,0,
15581548,Retained,0,
15581551,Retained,0,
15581620,Retained,0,
15581626,Churned,1,Observed churn in source dataset
15581654,Retained,0,
15581700,Retained,0,
15581733,Retained,0,
15581736,Retained,0,
15581748,Retained,0,
15581811,Retained,0,
15581840,Retained,0,
15581871,Retained,0,
15581893,Churned,1,Observed churn in source dataset
15581968,Retained,0,
15582016,Retained,0,
15582033,Churned,1,Observed churn in source dataset
15582066,Retained,0,
15582090,Retained,0,
15582116,Churned,1,Observed churn in source dataset
15582129,Churned,1,Observed churn in source dataset
15582149,Retained,0,
15582154,Retained,0,
15582168,Retained,0,
15582180,Retained,0,
15582246,Retained,0,
15582259,Retained,0,
15582276,Retained,0,
15582325,Churned,1,Observed churn in source dataset
15582335,Retained,0,
15582404,Retained,0,
15582492,Retained,0,
15582519,Churned,1,Observed churn in source dataset
15582591,Retained,0,
15582616,Retained,0,
15582714,Churned,1,Observed churn in source dataset
15582741,Churned,1,Observed churn in source dataset
15582762,Retained,0,
15582797,Retained,0,
15582841,Retained,0,
15582847,Retained,0,
15582849,Churned,1,Observed churn in source dataset
15582892,Churned,1,Observed churn in source dataset
15582903,Retained,0,
15582910,Churned,1,Observed churn in source dataset
15582944,Retained,0,
15582951,Retained,0,
15582960,Retained,0,
15583026,Retained,0,
15583033,Retained,0,
15583049,Retained,0,
15583067,Retained,0,
15583073,Churned,1,Observed churn in source dataset
15583076,Retained,0,
15583090,Retained,0,
15583137,Churned,1,Observed churn in source dataset
15583138,Retained,0,
15583212,Retained,0,
15583221,Retained,0,
15583278,Retained,0,
15583303,Retained,0,
15583353,Churned,1,Observed churn in source dataset
15583364,Retained,0,
15583371,Churned,1,Observed churn in source dataset
15583392,Churned,1,Observed churn in source dataset
15583394,Retained,0,
15583456,Churned,1,Observed churn in source dataset
15583462,Retained,0,
15583480,Retained,0,
15583499,Retained,0,
15583548,Churned,1,Observed churn in source dataset
15583552,Retained,0,
15583576,Retained,0,
15583580,Churned,1,Observed churn in source dataset
15583595,Retained,0,
15583597,Retained,0,
15583668,Retained,0,
15583680,Retained,0,
15583681,Retained,0,
15583692,Retained,0,
15583718,Retained,0,
15583724,Retained,0,
15583725,Retained,0,
15583736,Retained,0,
15583748,Retained,0,
15583755,Retained,0,
15583764,Retained,0,
15583840,Churned,1,Observed churn in source dataset
15583849,Retained,0,
15583850,Retained,0,
15583857,Retained,0,
15583863,Churned,1,Observed churn in source dataset
15584037,Churned,1,Observed churn in source dataset
15584090,Churned,1,Observed churn in source dataset
15584091,Churned,1,Observed churn in source dataset
15584113,Churned,1,Observed churn in source dataset
15584114,Retained,0,
15584156,Churned,1,Observed churn in source dataset
15584190,Retained,0,
15584229,Retained,0,
15584271,Retained,0,
15584288,Retained,0,
15584320,Retained,0,
15584338,Retained,0,
15584363,Retained,0,
15584364,Churned,1,Observed churn in source dataset
15584452,Retained,0,
15584453,Retained,0,
15584462,Retained,0,
15584477,Retained,0,
15584505,Retained,0,
15584518,Retained,0,
15584532,Churned,1,Observed churn in source dataset
15584536,Churned,1,Observed churn in source dataset
15584545,Retained,0,
15584580,Retained,0,
15584620,Churned,1,Observed churn in source dataset
15584704,Retained,0,
15584749,Retained,0,
15584766,Retained,0,
15584776,Retained,0,
15584785,Retained,0,
15584812,Retained,0,
15584897,Retained,0,
15584899,Retained,0,
15584928,Retained,0,
15584930,Retained,0,
15584967,Retained,0,
15585036,Retained,0,
15585041,Retained,0,
15585047,Retained,0,
15585066,Churned,1,Observed churn in source dataset
15585067,Churned,1,Observed churn in source dataset
15585100,Churned,1,Observed churn in source dataset
15585106,Retained,0,
15585133,Retained,0,
15585192,Retained,0,
15585198,Churned,1,Observed churn in source dataset
15585215,Retained,0,
15585222,Retained,0,
15585241,Retained,0,
15585249,Churned,1,Observed churn in source dataset
15585255,Retained,0,
15585256,Retained,0,
15585280,Retained,0,
15585282,Retained,0,
15585284,Retained,0,
15585287,Churned,1,Observed churn in source dataset
15585362,Churned,1,Observed churn in source dataset
15585367,Churned,1,Observed churn in source dataset
15585379,Retained,0,
15585388,Retained,0,
15585427,Retained,0,
15585451,Retained,0,
15585455,Retained,0,
15585466,Retained,0,
15585490,Retained,0,
15585533,Retained,0,
15585580,Churned,1,Observed churn in source dataset
15585595,Retained,0,
15585599,Retained,0,
15585734,Retained,0,
15585748,Retained,0,
15585768,Retained,0,
15585777,Retained,0,
15585823,Retained,0,
15585835,Retained,0,
15585839,Retained,0,
15585853,Churned,1,Observed churn in source dataset
15585855,Retained,0,
15585865,Churned,1,Observed churn in source dataset
15585867,Retained,0,
15585888,Churned,1,Observed churn in source dataset
15585892,Retained,0,
15585901,Churned,1,Observed churn in source dataset
15585907,Retained,0,
15585928,Retained,0,
15585961,Retained,0,
15585985,Churned,1,Observed churn in source dataset
15586029,Retained,0,
15586039,Retained,0,
15586069,Retained,0,
15586133,Churned,1,Observed churn in source dataset
15586135,Retained,0,
15586174,Retained,0,
15586183,Retained,0,
15586236,Churned,1,Observed churn in source dataset
15586243,Retained,0,
15586264,Churned,1,Observed churn in source dataset
15586300,Retained,0,
15586310,Retained,0,
15586425,Retained,0,
15586479,Churned,1,Observed churn in source dataset
15586504,Retained,0,
15586517,Retained,0,
15586522,Retained,0,
15586523,Churned,1,Observed churn in source dataset
15586557,Retained,0,
15586585,Retained,0,
15586629,Retained,0,
15586674,Churned,1,Observed churn in source dataset
15586680,Retained,0,
15586699,Retained,0,
15586752,Retained,0,
15586757,Retained,0,
15586821,Retained,0,
15586848,Retained,0,
15586870,Retained,0,
15586880,Retained,0,
15586914,Retained,0,
15586931,Retained,0,
15586959,Retained,0,
15586970,Retained,0,
15586974,Retained,0,
15586976,Churned,1,Observed churn in source dataset
15586993,Retained,0,
15586996,Retained,0,
15587013,Retained,0,
15587038,Churned,1,Observed churn in source dataset
15587066,Churned,1,Observed churn in source dataset
15587133,Retained,0,
15587174,Churned,1,Observed churn in source dataset
15587177,Retained,0,
15587210,Retained,0,
15587233,Churned,1,Observed churn in source dataset
15587240,Retained,0,
15587266,Retained,0,
15587297,Retained,0,
15587299,Retained,0,
15587311,Retained,0,
15587394,Retained,0,
15587419,Churned,1,Observed churn in source dataset
15587421,Retained,0,
15587443,Retained,0,
15587451,Retained,0,
15587507,Churned,1,Observed churn in source dataset
15587535,Retained,0,
15587562,Retained,0,
15587573,Retained,0,
15587581,Retained,0,
15587584,Retained,0,
15587596,Retained,0,
15587611,Churned,1,Observed churn in source dataset
15587640,Retained,0,
15587647,Churned,1,Observed churn in source dataset
15587676,Retained,0,
15587690,Retained,0,
15587712,Retained,0,
15587735,Retained,0,
15587835,Retained,0,
15587913,Retained,0,
15587978,Retained,0,
15588019,Retained,0,
15588080,Churned,1,Observed churn in source dataset
15588090,Churned,1,Observed churn in source dataset
15588123,Retained,0,
15588186,Retained,0,
15588197,Retained,0,
15588219,Retained,0,
15588235,Retained,0,
15588248,Churned,1,Observed churn in source dataset
15588341,Retained,0,
15588350,Retained,0,
15588372,Churned,1,Observed churn in source dataset
15588406,Retained,0,
15588419,Churned,1,Observed churn in source dataset
15588446,Retained,0,
15588449,Churned,1,Observed churn in source dataset
15588450,Retained,0,
15588456,Retained,0,
15588461,Retained,0,
15588517,Retained,0,
15588535,Retained,0,
15588537,Retained,0,
15588560,Retained,0,
15588566,Retained,0,
15588580,Retained,0,
15588587,Retained,0,
15588614,Churned,1,Observed churn in source dataset
15588622,Retained,0,
15588670,Churned,1,Observed churn in source dataset
15588695,Churned,1,Observed churn in source dataset
15588701,Retained,0,
15588839,Retained,0,
15588854,Retained,0,
15588859,Churned,1,Observed churn in source dataset
15588904,Churned,1,Observed churn in source dataset
15588918,Retained,0,
15588923,Retained,0,
15588928,Retained,0,
15588933,Retained,0,
15588944,Churned,1,Observed churn in source dataset
15588955,Churned,1,Observed churn in source dataset
15588986,Retained,0,
15589017,Churned,1,Observed churn in source dataset
15589018,Retained,0,
15589019,Retained,0,
15589030,Retained,0,
15589076,Churned,1,Observed churn in source dataset
15589147,Retained,0,
15589195,Retained,0,
15589200,Retained,0,
15589204,Retained,0,
15589210,Retained,0,
15589221,Retained,0,
15589224,Retained,0,
15589230,Retained,0,
15589257,Retained,0,
15589296,Retained,0,
15589312,Retained,0,
15589320,Retained,0,
15589323,Retained,0,
15589329,Retained,0,
15589348,Retained,0,
15589358,Retained,0,
15589361,Retained,0,
15589380,Retained,0,
15589401,Retained,0,
15589420,Retained,0,
15589428,Retained,0,
15589431,Retained,0,
15589435,Retained,0,
15589437,Retained,0,
15589449,Churned,1,Observed churn in source dataset
15589475,Churned,1,Observed churn in source dataset
15589488,Retained,0,
15589493,Retained,0,
15589496,Retained,0,
15589541,Retained,0,
15589544,Retained,0,
15589563,Retained,0,
15589572,Churned,1,Observed churn in source dataset
15589589,Retained,0,
15589643,Retained,0,
15589660,Retained,0,
15589666,Retained,0,
15589698,Churned,1,Observed churn in source dataset
15589715,Churned,1,Observed churn in source dataset
15589725,Retained,0,
15589739,Retained,0,
15589754,Retained,0,
15589793,Churned,1,Observed churn in source dataset
15589805,Retained,0,
15589869,Retained,0,
15589881,Retained,0,
15589924,Retained,0,
15589948,Retained,0,
15589949,Retained,0,
15589969,Retained,0,
15589975,Retained,0,
15590011,Retained,0,
15590078,Retained,0,
15590094,Retained,0,
15590097,Retained,0,
15590146,Churned,1,Observed churn in source dataset
15590177,Retained,0,
15590199,Retained,0,
15590201,Churned,1,Observed churn in source dataset
15590213,Retained,0,
15590228,Retained,0,
15590234,Churned,1,Observed churn in source dataset
15590241,Churned,1,Observed churn in source dataset
15590268,Retained,0,
15590286,Retained,0,
15590320,Retained,0,
15590327,Retained,0,
15590337,Churned,1,Observed churn in source dataset
15590344,Retained,0,
15590349,Churned,1,Observed churn in source dataset
15590434,Retained,0,
15590476,Retained,0,
15590606,Retained,0,
15590623,Retained,0,
15590637,Retained,0,
15590676,Retained,0,
15590683,Retained,0,
15590730,Retained,0,
15590810,Churned,1,Observed churn in source dataset
15590820,Retained,0,
15590828,Retained,0,
15590876,Retained,0,
15590888,Retained,0,
15590966,Retained,0,
15590993,Retained,0,
15591010,Churned,1,Observed churn in source dataset
15591035,Retained,0,
15591036,Churned,1,Observed churn in source dataset
15591047,Churned,1,Observed churn in source dataset
15591091,Churned,1,Observed churn in source dataset
15591100,Retained,0,
15591107,Churned,1,Observed churn in source dataset
15591123,Retained,0,
15591130,Retained,0,
15591135,Retained,0,
15591150,Retained,0,
15591169,Churned,1,Observed churn in source dataset
15591179,Retained,0,
15591248,Retained,0,
15591257,Retained,0,
15591279,Retained,0,
15591286,Churned,1,Observed churn in source dataset
15591344,Retained,0,
15591357,Retained,0,
15591360,Retained,0,
15591386,Retained,0,
15591428,Retained,0,
15591433,Retained,0,
15591489,Retained,0,
15591509,Retained,0,
15591512,Churned,1,Observed churn in source dataset
15591550,Retained,0,
15591552,Retained,0,
15591577,Retained,0,
15591607,Retained,0,
15591628,Retained,0,
15591698,Churned,1,Observed churn in source dataset
15591711,Retained,0,
15591724,Retained,0,
15591740,Churned,1,Observed churn in source dataset
15591747,Retained,0,
15591766,Retained,0,
15591822,Retained,0,
15591915,Churned,1,Observed churn in source dataset
15591932,Retained,0,
15591942,Retained,0,
15591969,Retained,0,
15591980,Retained,0,
15591985,Churned,1,Observed churn in source dataset
15591986,Churned,1,Observed churn in source dataset
15591995,Retained,0,
15592000,Churned,1,Observed churn in source dataset
15592025,Retained,0,
15592028,Retained,0,
15592078,Retained,0,
15592089,Retained,0,
15592091,Retained,0,
15592104,Churned,1,Observed churn in source dataset
15592116,Retained,0,
15592123,Retained,0,
15592194,Retained,0,
15592197,Retained,0,
15592222,Retained,0,
15592229,Churned,1,Observed churn in source dataset
15592230,Retained,0,
15592300,Retained,0,
15592326,Retained,0,
15592379,Retained,0,
15592386,Retained,0,
15592387,Churned,1,Observed churn in source dataset
15592389,Retained,0,
15592412,Churned,1,Observed churn in source dataset
15592451,Retained,0,
15592461,Retained,0,
15592531,Retained,0,
15592570,Retained,0,
15592578,Retained,0,
15592583,Churned,1,Observed churn in source dataset
